NP_570602.2	A1BG
NP_001035940.1	CEP85L
NP_997055.1	NPSR1
NP_001025034.1	C6orf120
NP_001005922.1	KRTAP5-1
NP_001012726.1	KRTAP5-3
NP_001334603.1	KRTAP5-4
NP_001012728.1	KRTAP5-10
NP_950248.2	TBPL2
NP_950245.2	NSUN4
NP_001010923.1	THEMIS
NP_996563.1	RASL11A
NP_997253.2	GPR153
NP_954580.2	PEDS1
NP_955383.1	ILDR2
NP_955384.3	SLC22A25
NP_997254.3	SKIDA1
NP_001005751.1	WASHC2A
NP_001375201.1	SH2D4B
NP_997256.1	GPR15LG
NP_998771.3	SLC16A12
NP_001335937.1	CC2D2B
NP_001229628.1	ENO4
NP_001093137.1	ARMS2
NP_001121674.1	TEX36
NP_001341971.1	C10orf143
NP_001020466.1	IFITM5
NP_001005180.1	OR56B1
NP_001036001.1	INSC
NP_976249.1	FIBIN
NP_001138505.1	C11orf96
NP_001034841.3	SLC22A10
NP_001008778.2	SPDYC
NP_001138341.1	LIPT2
NP_001138343.1	VSTM5
NP_001124183.1	CLEC2A
NP_001123470.1	CLEC12B
NP_001025045.3	REP15
NP_001013657.3	CCDC184
NP_001138671.1	C12orf75
NP_001138344.1	CFAP73
NP_001130006.1	TMEM233
NP_065115.3	KMT5A
NP_001007538.1	C1QTNF9B
NP_001007539.1	SHISA2
NP_001012772.1	NHLRC3
NP_001010897.1	SERP2
NP_997260.1	TOMM20L
NP_001128360.1	RTL1
NP_001273318.1	TMEM179
NP_001342210.1	NANOGP8
NP_997263.3	CCDC9B
NP_001298104.1	TNFAIP8L3
NP_001007596.2	C2CD4B
NP_001034703.1	INSYN1
NP_001019572.1	SBK1
NP_001001436.1	C16orf87
NP_001013002.2	C16orf86
NP_001014985.3	GLTPD2
NP_001381718.1	INCA1
NP_996986.1	SCIMP
NP_001098990.1	C17orf100
NP_001381885.1	SPDYE4
NP_001004313.1	TMEM220
NP_997269.2	SHISA6
NP_001107039.1	LRRC75A
NP_996663.1	TMIGD1
NP_996890.1	CCL4L1
NP_001073934.1	SPMAP1
NP_998772.1	CCDC103
NP_981945.1	RPRML
NP_001005404.1	YPEL2
NP_001073935.1	BTBD17
NP_001341568.1	PVALEF
NP_001131143.1	POTEC
NP_001191047.1	CLEC17A
NP_001254645.1	ZNF728
NP_001342212.1	RPSA2
NP_997274.2	RGS9BP
NP_997275.1	KRTDAP
NP_996777.2	ZNF790
NP_001034302.2	CEACAM16
NP_997715.1	BLOC1S3
NP_001297053.1	MEIOSIN
NP_997276.1	IGFL3
NP_001034975.2	ZNF808
NP_001380867.1	ZNF888
NP_001276880.1	ZNF761
NP_001177693.1	TMEM238
NP_001001668.3	ZNF470
NP_001018855.2	ZNF749
NP_997278.2	ZNF324B
NP_001014980.1	C1QTNF12
NP_001010926.1	HES5
NP_001275512.1	SMIM1
NP_997279.2	RNF207
NP_001013663.1	TMEM82
NP_001013664.2	TRNP1
NP_001317377.1	CD164L2
NP_001181915.1	TRABD2B
NP_001010978.2	LDLRAD1
NP_997281.2	GBP7
NP_001012425.1	C1orf146
NP_001006606.2	DIPK1A
NP_001010898.1	SLC6A17
NP_982283.2	NOTCH2NLA
NP_997716.1	LYSMD1
NP_001009931.1	HRNR
NP_001014364.1	FLG2
NP_001010979.1	CFAP141
NP_001019765.1	C1orf53
NP_976310.1	TMEM81
NP_001137434.1	CAPN8
NP_001193570.2	COA6
NP_001342221.1	OR14A2
NP_001335886.1	SMIM26
NP_001137439.1	EFCAB8
NP_001013668.2	FAM209B
NP_981950.1	KRTAP26-1
NP_001354277.1	SMIM34
NP_001352821.1	CCDC188
NP_997527.2	LRRC75B
NP_001333809.1	MFSD2B
NP_001025054.1	PCARE
NP_001411113.1	TMEM247
NP_001003937.2	TSPYL6
NP_001073943.1	C2orf78
NP_997717.2	BOLA3
NP_001303693.1	C2orf81
NP_001013671.2	C2orf68
NP_001011552.2	SLC9A4
NP_001003845.1	SP5
NP_001073944.1	PLEKHM3
NP_001092804.2	C2orf80
NP_001007090.3	RESP18
NP_001381135.1	SNORC
NP_001005853.1	OR6B2
NP_997287.2	ZNF662
NP_001007541.2	CDHR4
NP_976248.2	INKA1
NP_982248.1	IQCF2
NP_001138531.1	IQCF5
NP_995325.4	MUSTN1
NP_057290.2	VGLL3
NP_001013672.1	PRR23B
NP_001128129.1	PRR23C
NP_001078889.1	PLSCR5
NP_001138432.1	ANKUB1
NP_001004316.2	LEKR1
NP_001157908.1	TMEM212
NP_001351618.1	C4orf50
NP_001138904.1	SMIM20
NP_997289.2	BEND4
NP_001073945.1	GRXCR1
NP_997290.2	TMPRSS11F
NP_001073947.1	LRRC14B
NP_001014301.1	ANXA2R
NP_997291.1	SPMIP10
NP_001337923.1	SMIM32
NP_001155018.1	PROB1
NP_996849.2	C5orf46
NP_001001669.2	ARHGEF37
NP_001122063.1	PSMG4
NP_995326.1	SFTA2
NP_997292.2	CLPSL2
NP_001010903.3	BNIP5
NP_001010904.1	GLYATL3
NP_997293.2	GFRAL
NP_001004317.1	LIN28B
NP_001025231.1	SAMD5
NP_981932.1	IYD
NP_001139184.1	NUPR2
NP_001003795.1	GTF2IRD2B
NP_001008396.1	LAMTOR4
NP_001019784.2	FEZF1
NP_995327.1	FAM180A
NP_997294.3	XKR5
NP_001410457.1	FAM90A3
NP_001410467.1	FAM90A15
NP_001010906.1	NUGGC
NP_997296.1	ALKAL1
NP_001011720.1	XKR9
NP_001364889.1	RBM12B
NP_997297.2	MROH5
NP_963883.2	MAFA
NP_001138668.1	SPATA31A6
NP_001138669.1	SPATA31D4
NP_997299.2	SPATA31D3
NP_001001670.1	SPATA31D1
NP_001263295.1	C9orf153
NP_982258.2	IER5L
NP_001269886.1	CFAP77
NP_976222.1	LCN15
NP_001073951.2	AJM1
NP_001013675.1	LRRC26
NP_001073952.1	MYMK
NP_001001671.3	MAP3K15
NP_001381227.1	SPACA5
NP_001138545.1	USP27X
NP_001342206.1	CENPVL1
NP_001015038.1	PAGE2B
NP_976048.1	ZCCHC13
NP_001258489.1	HAPSTR2
NP_001013007.1	UBE2NL
NP_001123298.1	CSAG3
NP_001010908.1	C1QL3
NP_001139812.1	NKX1-2
NP_001400928.1	SSU72L2
NP_001400927.1	SSU72L1
NP_001005171.2	OR52K1
NP_001005169.1	OR52I1
NP_001004751.1	OR51D1
NP_001005160.1	OR52A5
NP_001004750.1	OR51B6
NP_001004756.2	OR51M1
NP_001004757.1	OR51Q1
NP_001005288.1	OR51I1
NP_001004754.1	OR51I2
NP_001005163.1	OR52D1
NP_001005289.2	OR52H1
NP_001005175.3	OR52N4
NP_001382986.1	OR56B2P
NP_001372591.1	OR52N5
NP_001005174.1	OR52N2
NP_001005167.1	OR52E6
NP_001005168.2	OR52E8
NP_001005165.1	OR52E4
NP_001005166.3	OR52E5
NP_001003443.2	OR56A3
NP_001139505.1	OR56A5
NP_001004461.1	OR10A6
NP_001027025.2	ACCSL
NP_001004726.1	OR4X1
NP_001001967.1	OR5D13
NP_001005496.1	OR5D16
NP_001001960.1	OR5W2
NP_001372993.1	OR8H2
NP_001005201.1	OR8H3
NP_001004747.2	OR5T3
NP_001004745.1	OR5T1
NP_001002907.1	OR8K1
NP_001004743.1	OR5M9
NP_001004741.1	OR5M10
NP_001004740.1	OR5M1
NP_001005213.1	OR9G1
NP_001005323.1	OR5AK2
NP_001005566.1	OR5B2
NP_001004733.1	OR5B12
NP_001004729.1	OR5AN1
NP_001004705.1	OR4D10
NP_001004711.1	OR4D9
NP_001005324.1	OR10V1
NP_001138549.1	LRRC10B
NP_996880.1	GPR152
NP_001139634.1	TRIM77
NP_001186135.1	IZUMO1R
NP_001155102.1	KDM4E
NP_001091639.1	BSX
NP_001005188.1	OR6X1
NP_001005325.1	OR6M1
NP_001004462.1	OR10G4
NP_001004463.1	OR10G7
NP_001005467.1	OR8B3
NP_001005194.2	OR8A1
NP_001382990.1	OR5BS1P
NP_001005182.1	OR6C1
NP_001005497.1	OR6C75
NP_001005183.1	OR6C76
NP_001005499.1	OR6C70
NP_001004723.1	OR4N2
NP_001005501.1	OR4K2
NP_001335200.1	OR4Q2
NP_001004714.1	OR4K13
NP_001004715.3	OR4K17
NP_001004724.1	OR4N5
NP_001372962.1	OR11G2
NP_001335202.1	OR11H7
NP_001004479.2	OR11H4
NP_001103826.2	RNASE9
NP_001004731.2	OR5AU1
NP_006211.2	SERPINA2
NP_001004719.2	OR4M2
NP_001094832.1	KBTBD13
NP_001157164.1	UBAP1L
NP_001352844.1	SKOR1
NP_001139813.1	ANKRD34C
NP_001013679.2	GDPGP1
NP_001005326.1	OR4F6
NP_001001674.1	OR4F15
NP_997302.2	C1QTNF8
NP_001315537.1	PTX4
NP_001073956.2	PABPN1L
NP_001137440.1	ARL5C
NP_998821.3	KRT39
NP_001073957.1	ONECUT3
NP_001005193.2	OR7G2
NP_001001958.1	OR7G3
NP_001005190.1	OR7A10
NP_001099040.1	NUDT19
NP_001013681.2	ZNF793
NP_001004318.2	ACP7
NP_001352032.1	ERFL
NP_001180550.2	PINLYP
NP_001018857.2	ZNF805
NP_001019769.1	HES3
NP_001074299.2	PRAMEF12
NP_001012276.2	PRAMEF8
NP_001093320.2	PRAMEF18
NP_001093321.1	PRAMEF17
NP_001354898.1	PLA2G2C
NP_001347970.1	FRRS1
NP_001004319.1	VHLL
NP_001004476.1	OR10K2
NP_001004473.1	OR10K1
NP_001005189.1	OR6Y1
NP_001005327.2	OR6K3
NP_001335215.2	OR10J4
NP_001013683.1	VSIG8
NP_001001959.1	OR11L1
NP_001001963.1	OR2L8
NP_001004491.2	OR2AK2
NP_001004687.1	OR2L3
NP_001004688.1	OR2M2
NP_001004695.1	OR2T33
NP_001004691.1	OR2M7
NP_001013373.1	OR2G6
NP_848550.1	SPINT4
NP_001013685.1	PTRHD1
NP_001354480.1	SULT6B1
NP_001087199.1	DYTN
NP_001401833.1	TRIM61
NP_001382999.1	TRIM75
NP_001287710.1	HELT
NP_001388625.1	TAF11L2
NP_001388626.1	TAF11L4
NP_001388627.1	TAF11L6
NP_001342187.1	H3Y1
NP_001373025.1	OR2A25
NP_001243801.1	USP17L8
NP_001243798.1	USP17L7
NP_001001557.1	GDF6
NP_001012448.2	FAM221B
NP_001004487.1	OR13J1
NP_001004481.1	OR13C2
NP_001004453.2	OR1L6
NP_001001923.1	OR5C1
NP_543135.1	OR1K1
NP_001380590.1	LCN9
NP_001382958.1	MAGEB6B
NP_001073958.2	GLOD5
NP_001155963.1	ARL13A
NP_001335301.1	NCBP2L
NP_001122108.1	ELFN1
NP_001004320.1	AGMO
NP_001291348.1	IQCA1L
NP_001138590.1	GRID2IP
NP_036497.1	OR2A5
NP_001010909.2	MUC21
NP_001381265.1	SPRED3
NP_001003682.1	TMEM200B
NP_001307799.1	SLC25A35
NP_976049.3	MEX3D
NP_001030331.1	EEIG1
NP_976051.1	SMIM10L2A
NP_001207413.1	HEATR4
NP_510880.2	MYO18A
NP_001365117.1	CCDC187
NP_976224.3	SHC4
NP_001139140.1	CTXN2
NP_001010912.1	C10orf120
NP_997719.2	EEF1AKMT2
NP_997309.2	FOXI2
NP_001157851.1	FAM180B
NP_115599.2	PCNX3
NP_001371840.1	TRIM49D1
NP_997528.2	C11orf87
NP_001093858.1	HOATZ
NP_997720.1	PATE2
NP_001138346.1	PATE4
NP_055573.3	SNX19
NP_001376554.1	C12orf76
NP_982276.2	SERTM1
NP_001154970.1	PLEKHD1
NP_001008404.1	C14orf180
NP_997329.2	FAM174B
NP_001357633.1	LOC400499
NP_001013009.2	KNOP1
NP_001013694.4	LIAT1
NP_001001683.1	MED11
NP_001123250.1	GRAPL
NP_997342.1	TEX19
NP_001295138.2	PRSS57
NP_001017921.1	VMAC
NP_001138906.1	ZNF880
NP_001137540.1	ZNF772
NP_001009611.2	PRAMEF4
NP_001278309.1	PRAMEF13
NP_001096631.1	SH2D5
NP_001010980.1	NCMAP
NP_001263280.1	C1orf141
NP_001078844.1	C1orf226
NP_001382260.1	CLEC20A
NP_001375296.1	NBPF9
NP_001381274.1	FAM177B
NP_997352.1	DEFB132
NP_001381887.1	C20orf202
NP_001277935.1	LRRC74B
NP_998885.1	CHCHD10
NP_001358346.1	IL17REL
NP_001034842.2	EML6
NP_065192.1	PAIP2B
NP_001369273.1	RGPD1
NP_001380911.1	ANKRD36C
NP_775922.3	FSIP2
NP_998773.2	C2orf66
NP_997721.2	ASB18
NP_001380816.1	IQCF3
NP_001338551.1	C3orf85
NP_001035150.1	FOXL2NB
NP_001161686.1	C3orf80
NP_001161715.3	NICOL1
NP_001164171.2	DTHD1
NP_999876.2	PRR27
NP_997722.1	AMTN
NP_001138537.1	CCSER1
NP_001001701.2	C4orf3
NP_001025046.1	RGS7BP
NP_001157950.1	C5orf63
NP_001177695.1	STMND1
NP_001011700.2	MCCD1
NP_001034740.1	SAPCD1
NP_001244286.1	RAB44
NP_996805.2	CRIP3
NP_001003760.2	KLHL31
NP_001155000.1	LRRD1
NP_001339617.1	SMIM30
NP_001167635.1	PRRT4
NP_001008749.2	RAB19
NP_001005328.1	OR2A7
NP_001243802.1	USP17L1
NP_001093143.1	RBIS
NP_997389.2	SAMD12
NP_001010915.2	HACD4
NP_997723.2	TMEM215
NP_001001790.1	TOMM5
NP_001012267.1	CENPP
NP_001013011.2	C9orf152
NP_001013012.1	SNX30
NP_001038941.1	WDR38
NP_997393.3	LCNL1
NP_001001710.1	CIMIP2A
NP_001012773.2	SLC25A53
NP_001341402.1	SERTM2
NP_001010917.1	GOLGA7B
NP_001382980.1	OR51C1P
NP_001004759.2	OR51T1
NP_001005329.1	OR51A4
NP_001004748.1	OR51A2
NP_001371924.1	FIGNL2
NP_001192181.1	RNF223
NP_001013715.2	LDLRAD2
NP_001004136.1	OR2T2
NP_001004697.1	OR2T5
NP_001004734.1	OR14I1
NP_001013716.2	SRRD
NP_001073969.1	VWC2L
NP_001004737.1	OR5K2
NP_001180211.2	CFAP99
NP_001001802.2	OR2A42
NP_001095147.2	SOHLH1
NP_997724.2	XKRX
NP_001139187.1	KPNA7
NP_001004323.1	SPACDR
NP_001381716.1	GRIFIN
NP_001094842.1	IGLON5
NP_001015072.2	UFSP1
NP_001164291.2	IFITM10
NP_001001824.1	OR2T27
NP_001001827.1	OR2T35
NP_001005512.2	OR4A47
NP_001005513.1	OR4C45
NP_001005514.1	OR5H14
NP_001005515.1	OR5H15
NP_001005516.1	OR5K3
NP_001005517.1	OR5K4
NP_001005518.1	OR6C65
NP_001005519.2	OR6C68
NP_982278.3	PLPP6
NP_982279.1	APOBEC4
NP_001092740.2	ZBTB34
NP_075378.1	HAPLN4
NP_001258804.1	CUEDC1
NP_995313.2	SPINK6
NP_996664.1	CTXN1
NP_996806.2	YY2
NP_996850.1	C16orf74
NP_996881.1	SCGB1D4
NP_996892.1	DENND10
NP_997001.1	GTF2H5
NP_001005356.1	POTEG
NP_997464.2	DUOXA2
NP_997465.1	ERVFRD-1
NP_998774.2	TAFA1
NP_001004067.1	NOMO3
NP_001001325.1	SPINK14
NP_001001343.2	FNDC9
NP_001001417.6	TBC1D3B
NP_001001418.5	TBC1D3C
NP_001001437.2	CCL3L3
NP_001034933.1	ACBD7
NP_001157847.1	C10orf105
NP_001009997.2	C10orf62
NP_001071133.2	AGAP6
NP_001001711.1	DDI1
NP_001075020.1	DEFB103A
NP_001001551.2	IDNK
NP_001001712.2	LCN10
NP_001001786.2	BLID
NP_001001794.3	DENND6B
NP_001001795.1	C8orf82
NP_001001852.2	PIM3
NP_001001850.1	STX19
NP_001001888.3	VCX3B
NP_001034241.1	RGS21
NP_001002036.3	ASTL
NP_001243043.1	LHX8
NP_803253.1	SLURP2
NP_001001480.2	KRTAP5-5
NP_940932.2	MXRA7
NP_001010987.1	IFIT1B
NP_001004325.1	KRTAP5-2
NP_001012416.1	KRTAP5-6
NP_055827.1	TMEM41B
NP_001012521.1	KRTAP5-7
NP_001005405.1	KRTAP5-11
NP_001164209.1	IQSEC3
NP_001004328.1	ZNF705A
NP_001013720.2	SMCO3
NP_001013721.2	H3-5
NP_001004329.2	DBX2
NP_001364258.1	PLEKHG7
NP_001004127.2	ALG11
NP_001065243.1	MZT1
NP_001013372.1	OR11H12
NP_001012264.1	RNASE13
NP_001338505.1	CCDC196
NP_001073883.2	CCDC88C
NP_001383885.1	GOLGA6L22
NP_001018861.3	GOLGA8B
NP_001013725.2	EIF2AK4
NP_001074003.1	UNC13C
NP_937824.3	GOLGA6L9
NP_001382946.1	TTLL13
NP_001240723.1	SMIM22
NP_001371909.1	NPIPB4
NP_001293023.1	NPIPB15
NP_001382959.1	NPIPB7
NP_001382860.1	NPIPB12
NP_001020371.3	CTRB2
NP_001004333.3	RNASEK
NP_001004334.3	GPR179
NP_001129652.1	HSBP1L1
NP_001013728.2	PLIN5
NP_001092739.1	ZNF506
NP_001342333.1	ZNF724
NP_874366.1	PSG8
NP_001139816.2	PRAMEF11
NP_001010889.1	PRAMEF6
NP_001130033.3	HNRNPCL2
NP_001083060.1	UQCRHL
NP_001027535.1	MICOS10
NP_001094846.2	CFAP144
NP_001004339.2	ZYG11A
NP_001010922.1	BCL2L15
NP_001342336.1	NUDT4B
NP_001359034.1	H3-7
NP_001019770.1	H2BC18
NP_001004341.1	ETV3L
NP_001005214.2	LRRC52
NP_001007545.1	RHEX
NP_001004342.3	TRIM67
NP_001004343.1	MAP1LC3C
NP_001122107.1	RIMBP3B
NP_001242904.1	PIWIL3
NP_001193949.1	SHISA8
NP_001014440.2	CIMAP1B
NP_001138594.1	CAPN14
NP_001008270.1	TMEM89
NP_001355298.1	IQCF6
NP_001118239.1	UQCC5
NP_001138450.1	MTHFD2L
NP_001073975.1	TMEM150C
NP_001107829.1	CFAP96
NP_001096032.1	MARCHF11
NP_001008739.1	C6orf226
NP_001131032.1	TMEM151B
NP_001258604.1	ZC3H11C
NP_001073976.1	OOEP
NP_001010919.1	CALHM6
NP_001152751.1	ZNF716
NP_001138912.2	TYW1B
NP_001004351.3	SPDYE3
NP_001383171.1	SPDYE2
NP_001074007.2	AKR1B15
NP_001008747.1	CTAGE15
NP_001005504.1	OR4F21
NP_001410455.1	FAM90A13
NP_001410458.1	FAM90A5
NP_001384316.1	FAM90A7
NP_001384325.1	FAM90A16
NP_001157922.1	FAM90A8
NP_001157923.1	FAM90A18
NP_001157920.1	FAM90A9
NP_001157919.1	FAM90A10
NP_001410468.1	FAM90A11
NP_001410459.1	FAM90A24
NP_001020528.1	AARD
NP_001019849.2	LRRC24
NP_001138596.1	SPATA31C1
NP_001164212.1	NUTM2G
NP_001380540.1	ANKRD18B
NP_001004353.2	STPG3
NP_001004354.1	NRARP
NP_001342207.1	CENPVL2
NP_001071641.1	RTL8B
NP_001357077.1	CT45A3
NP_001007552.2	CT45A5
NP_001009613.1	SPANXN4
NP_001025062.1	PGAM4
NP_001025125.2	CDNF
NP_001074467.1	FRG2B
NP_001400930.1	SSU72L4
NP_001005469.1	OR5B3
NP_001357231.1	TSPAN11
NP_001005243.2	OR9K2
NP_001392892.1	OR4Q3
NP_001005500.1	OR4M1
NP_001129158.2	TARM1
NP_001138682.1	ANKRD65
NP_001012277.2	PRAMEF7
NP_001297063.1	PRAMEF25
NP_001277622.1	BECN2
NP_001005487.1	OR13G1
NP_001307807.1	SULT1C3
NP_001030017.2	GALNTL6
NP_001005226.1	OR2B3
NP_001335223.1	OR2J1
NP_001005216.2	OR2J3
NP_112208.1	OR14J1
NP_039229.3	OR10C1
NP_001382987.1	OR2I1P
NP_001371182.1	PTCHD4
NP_001013756.2	RFPL4B
NP_001152994.1	ZNF727
NP_001005480.2	OR2A2
NP_001013757.1	FOXB2
NP_001013758.1	FAM47C
NP_001369644.1	SPDYE21
NP_001293070.1	SPDYE5
NP_997046.1	LMOD2
NP_001002758.1	PRY2
NP_001002760.1	BPY2B
NP_001002761.1	BPY2C
NP_001002923.1	IGFL4
NP_001003702.2	ARHGEF35
NP_001017390.1	SULT1A4
NP_001003799.1	TARP
NP_958861.2	ZNG1C
NP_001077007.1	POTEE
NP_009134.1	PALM2AKAP2
NP_001273749.1	FRG2
NP_001020402.1	KPRP
NP_001122072.1	LCE6A
NP_001006608.2	LRRC37A2
NP_001006682.1	SPIN2B
NP_078987.3	GIMAP6
NP_001365031.1	LRRC18
NP_001017991.1	H2AB2
NP_001017990.1	H2AB1
NP_001007524.1	F8A2
NP_001007525.1	F8A3
NP_001243526.1	PPDPFL
NP_001007190.1	IGIP
NP_001008216.1	COA5
NP_001008275.2	TRIM72
NP_001008389.1	CISD2
NP_001008392.2	CCDC73
NP_001008395.1	EID3
NP_001008398.2	GPX8
NP_001019993.1	RNASE12
NP_001008489.1	PHOSPHO2
NP_001156008.1	RBMXL1
NP_001009614.1	SPANXN1
NP_001009615.1	SPANXN2
NP_001008708.1	CHAC2
NP_001008777.2	FBXO47
NP_001009616.1	SPANXN5
NP_689683.2	ARK2C
NP_001036167.1	PJVK
NP_001099028.1	WEE2
NP_001092691.1	TIFAB
NP_001372122.1	CLEC18B
NP_001030177.1	C18orf32
NP_001012417.2	MS4A13
NP_001378903.1	SPRN
NP_001012677.1	ARGFX
NP_001035795.1	DEFB107B
NP_001035792.1	DEFB104B
NP_001384276.1	TPRX2
NP_001012746.1	DPRX
NP_001012747.1	DUXA
NP_001035794.1	DEFB106B
NP_001035793.1	DEFB105B
NP_001013374.2	OR8U8
NP_001013375.1	OR8U9
NP_001013376.2	OR9G9
NP_001017438.2	CT45A6
NP_001017417.1	CT45A1
NP_001013633.1	LURAP1
NP_001013864.1	C8orf58
NP_001013867.1	EOLA2
NP_001030004.1	SSX4B
NP_001014999.1	SLX1A
NP_001308855.1	CKMT1A
NP_001091084.2	POLR2J3
NP_001015882.2	DNAJC25
NP_001017437.3	CCDC157
NP_001335058.1	NBDY
NP_001129734.1	ATXN7L3B
NP_001026997.2	BOLA2
NP_036524.1	PEF1
NP_001018091.2	KIR2DL5B
NP_001345345.1	ANKRD30BL
NP_001108070.1	ASPDH
NP_001019851.1	FBXO48
NP_001274314.1	FAM72C
NP_001029249.1	H4C15
NP_001182500.1	PRR9
NP_001099147.2	UGT2A2
NP_001025176.1	CPLX3
NP_001025184.1	NPS
NP_001026842.2	CYB5RL
NP_001382788.1	NPIPB13
NP_001028189.2	DEFB135
NP_001028190.2	DEFB136
NP_001289624.1	DEFB134
NP_001041717.1	CTXN3
NP_001103089.1	HIGD1C
NP_001244960.1	SERINC4
NP_001382979.1	SCART1
NP_001028736.1	FAM229B
NP_001028895.1	ZNF704
NP_001094386.1	MBOAT4
NP_001177346.1	ZNF674
NP_001032238.1	ACOT1
NP_001352717.1	ACOT6
NP_001138914.1	POTEM
NP_001032457.1	DEFB109B
NP_001092291.1	TMEM91
NP_001032647.2	HEPN1
NP_001071161.1	ECSCR
NP_001381869.1	SPDYE14
NP_001071178.2	FAM110C
NP_001157869.1	TRIM64B
NP_001094348.1	MROH6
NP_001382909.1	FKBP1C
NP_001382572.1	PRRT1B
NP_001177739.1	AGAP9
NP_001368803.1	IQANK1
NP_001138666.1	AKAIN1
NP_001182163.1	TRIM49C
NP_001137447.1	UBTFL1
NP_001371284.1	RAD21L1
NP_001073983.1	SCX
NP_001383170.1	HNRNPA1L3
NP_001382416.1	NPIPA3
NP_001382414.1	NPIPA2
NP_001342373.2	ZNF487
NP_001123357.1	CPSF4L
NP_001034851.1	INSYN2A
NP_001073984.1	FAM163B
NP_001034852.3	TMEM232
NP_001156467.1	SMIM5
NP_001177391.1	C11orf97
NP_001342386.1	ZC3H11B
NP_001041714.1	SMIM15
NP_001139629.1	FAM25A
NP_001073985.1	GRXCR2
NP_001116848.1	TMEM72
NP_001078950.1	MAP1LC3B2
NP_001139190.1	CT47B1
NP_001123920.1	C15orf62
NP_001138573.1	BTBD18
NP_001382396.1	TMEM253
NP_001035523.1	SPINK9
NP_001073987.1	LIPK
NP_001095939.1	LIPN
NP_001177157.1	RNF224
NP_001092690.1	ZNF862
NP_001096084.1	SLC35G6
NP_001230141.1	CCER2
NP_001139669.1	CCDC168
NP_001380320.1	MS4A4E
NP_001269423.1	GOLGA8N
NP_001254465.2	GOLGA6L4
NP_001078924.1	KRTAP24-1
NP_001071179.1	KRTAP27-1
NP_001073275.1	PGA3
NP_001166109.1	ZFP62
NP_001073276.1	PGA4
NP_001034859.2	TMPPE
NP_001139131.1	CTAGE9
NP_001369434.1	SPDYE10
NP_001034860.1	CBLN3
NP_001140156.1	RNF222
NP_001369483.1	SPDYE9
NP_001140157.1	TMEM88B
NP_001229588.1	FNDC10
NP_001078926.1	ZNG1F
NP_001167594.1	C18orf63
NP_001131020.1	FAM25C
NP_001297148.1	GSG1L2
NP_001036096.2	SDHAF1
NP_001182510.1	ARL14EPL
NP_001094857.1	PIRT
NP_001338503.1	EXOC1L
NP_001073998.2	WIPF3
NP_001263380.1	DRGX
NP_001116697.1	SYCE3
NP_001137450.1	ZCCHC18
NP_001035538.2	DEFB131A
NP_149416.1	NKX2-4
NP_001156910.1	SMIM10
NP_001116540.1	PPIAL4G
NP_001335184.1	SMIM10L2B
NP_001094859.1	CLDN25
NP_001035088.2	FAM83G
NP_001139115.1	PHGR1
NP_001074305.1	MEIG1
NP_001073990.2	RASSF10
NP_001129624.1	ALG1L2
NP_001276899.1	SMIM23
NP_001138599.1	EVPLL
NP_001091882.2	GAGE13
NP_001091879.1	GAGE12G
NP_001073296.1	CLRN2
NP_001034869.1	CCNI2
NP_001157733.1	PPIAL4D
NP_001094861.1	LINGO3
NP_001381687.1	GOLGA6L24
NP_001293001.1	PRAMEF26
NP_001382329.1	TMEM200C
NP_001278310.1	PRAMEF33
NP_001243803.1	USP17L4
NP_001093260.3	PRAMEF19
NP_001093322.2	PRAMEF20
NP_001375283.1	TMEM191C
NP_001073992.2	ARRDC5
NP_001382895.1	IGBP1C
NP_001384311.1	FAM90A22
NP_001384309.1	FAM90A23
NP_001157924.1	FAM90A14
NP_001263616.1	MT1HL1
NP_001137452.1	CCDC154
NP_001074306.3	SEBOX
NP_001243800.1	USP17L3
NP_001264236.1	MAGEB17
NP_001410460.1	FAM90A12
NP_001337907.1	SPATA31C2
NP_001035971.1	PABPC1L2B
NP_001269229.1	SLC35G4
NP_001157916.1	CBY3
NP_001388628.1	TAF11L5
NP_001388629.1	TAF11L3
NP_001073993.1	C16orf90
NP_001276903.1	LACTBL1
NP_001073994.1	SPINK8
NP_001264307.1	C19orf67
NP_001073995.1	FABP9
NP_001098751.1	FABP12
NP_001073997.2	C3orf84
NP_001074000.1	C4orf51
NP_001099047.1	URAD
NP_001078943.2	LYPD8
NP_001357025.1	SBK2
NP_001099049.1	SYNDIG1L
NP_001193560.1	TRIM64C
NP_001130043.1	ZAR1L
NP_001274666.2	SETSIP
NP_001013669.1	FAM227A
NP_001182064.1	RNF225
NP_001336655.1	ZNF723
NP_001094874.1	SH2D7
NP_001338210.2	MINDY4B
NP_001182058.1	PRSS56
NP_001034881.1	HRCT1
NP_001157918.1	C6orf132
NP_001157937.2	GOLGA6L10
NP_001078921.3	SPATA31A1
NP_001124401.1	STMP1
NP_001258799.2	SRGAP2B
NP_001338518.1	C13orf42
NP_001373304.1	SERPINE3
NP_001257530.1	ASCL5
NP_001357297.1	LOC647264
NP_001244197.1	RD3L
NP_001140158.1	GMNC
NP_001182011.1	TEX22
NP_001358989.1	ANHX
NP_001138587.1	PPP1R3G
NP_001345342.1	ZSCAN5C
NP_001354699.1	PNMA6E
NP_001369287.1	HNRNPCL3
NP_001157912.1	ANKRD33B
NP_001032755.1	CASTOR1
NP_001264992.1	SKOR2
NP_001382302.1	GOLGA8S
NP_001091073.2	XAGE1B
NP_001269401.1	GOLGA8J
NP_001342398.1	GOLGA8T
