NP_001079.1	F1T0I5
NP_001071105.1	Q53S08
NP_786951.1	Q7RTU1
NP_001008949.1	Q6GPH6
NP_689730.2	Q8N4P2
NP_001358318.1	Q8TF61
NP_775782.2	Q6P1L5
NP_653310.2	Q3MIT2
NP_001161713.1	Q75VX8
NP_653311.1	Q9P0V9
NP_689732.2	A0AUZ9
NP_001278761.1	Q4G0M1
NP_689735.1	Q8N6S5
NP_001120867.1	Q8WXB1
NP_689733.4	A0A2U3TZT0
NP_872327.2	Q8NEG5
NP_001317147.1	Q8N7R7
NP_653312.2	Q8NBE8
NP_001074014.1	Q8WVI7
NP_694566.4	Q6P1J6
NP_689737.4	Q562F6
NP_001138361.1	Q6PIS1
NP_001307777.1	Q6P2I3
NP_660158.2	Q96KN4
NP_733800.1	Q8TDU6
NP_878248.2	Q7Z4P5
NP_689740.2	Q7RTX9
NP_001164262.1	Q96LZ7
NP_001121684.1	D3DPA6
NP_775491.1	A0A0S2Z634
NP_689742.4	Q7Z3F1
NP_872328.1	A0A024R369
NP_597719.1	Q96N46
NP_612144.1	Q8TDB6
NP_001186180.1	B5BUA4
NP_001239586.1	A8MPX8
NP_653316.3	Q8N7U6
NP_640338.2	Q5SGD2
NP_001166250.1	Q8IZ02
NP_705899.2	Q8IYJ1
NP_001353086.1	A0A804HJG6
NP_620170.3	Q7Z7J5
NP_861445.4	Q7Z6A9
NP_955805.1	Q76M96
NP_848591.2	Q8IYB1
NP_001264003.1	Q8WUD4
NP_777567.1	Q9NY27
NP_689744.3	Q8NBI6
NP_073618.3	Q9H0F5
NP_071738.1	Q9H4G4
NP_001295242.1	A0A140VKG6
NP_689746.1	Q8N5N4
NP_001035522.1	Q504Y3
NP_872329.1	Q7Z7K0
NP_001076777.1	Q56P42
NP_849199.2	Q8IZV2
NP_653319.1	Q8N0Z3
NP_001342172.1	Q69YL0
NP_653320.3	Q8IYE1
NP_783200.1	Q8IWV2
NP_001015887.1	Q5DX21
NP_689752.2	Q96M34
NP_001365051.1	A0A0U1RQE4
NP_001293144.1	Q17R98
NP_689749.3	Q6ZNL6
NP_001073974.1	A0PJX4
NP_001035292.1	Q6TCH7
NP_997213.1	Q6NVV3
NP_001264282.1	A6NG13
NP_001265553.1	Q6ZNB6
NP_872330.1	Q8IYB9
NP_689753.2	Q8WU76
NP_848592.2	Q17RF5
NP_653322.1	A0A024RDF9
NP_689755.3	Q8N3J5
NP_001167541.1	Q6NSI3
NP_783864.1	Q86Z14
NP_689756.2	Q96LM5
NP_689757.2	Q8IYL2
NP_689758.1	Q0VAM2
NP_775785.2	A0A024QZR9
NP_001381939.1	Q5VWQ8
NP_861441.2	Q495M3
NP_001035218.1	Q1W4C9
NP_705835.2	Q8IUR6
NP_001362334.1	Q8N960
NP_777569.1	Q8TBQ9
NP_001336265.1	Q6ZT89
NP_981951.2	Q68D91
NP_689759.2	Q8NEF9
NP_699185.1	Q8NDZ6
NP_653324.1	Q96NC0
NP_001033692.2	Q8N4S9
NP_150366.1	Q9BZI1
NP_689761.2	Q96LP2
NP_653326.3	Q6PF05
NP_689760.2	Q6UXG8
NP_937793.1	Q6UWY0
NP_996740.2	Q6NXS1
NP_570969.2	A0A140VJJ4
NP_689763.4	Q8TEC5
NP_001025040.1	A1L4L8
NP_001013645.1	Q5TFG8
NP_001186312.1	Q96MT1
NP_570970.2	Q5VY80
NP_775786.2	Q6P9H4
NP_689764.3	Q6IEG0
NP_001073949.1	Q6ZNC8
NP_001017373.2	Q8N6K7
NP_612641.2	A0A140VJK8
NP_660159.1	Q8TD20
NP_001273327.1	Q8TC41
NP_001035304.1	Q5VXU1
NP_001017361.1	Q587J8
NP_001026913.1	Q8IYR0
NP_932068.2	Q96HJ9
NP_001073980.2	P0C7M8
NP_612502.1	Q9P0B6
NP_775788.2	Q8N0U8
NP_001106962.1	Q4VCS5
NP_570899.1	A0A024R3A6
NP_689769.2	Q1RMZ1
NP_849149.3	A0A024R771
NP_001078898.1	A2RRL7
NP_694578.1	A0A024RDN7
NP_653328.1	A0A090N8I5
NP_001001661.1	A0A090N7U3
NP_783161.1	Q8ND71
NP_660265.3	Q8NHE4
NP_001371672.1	A4D202
NP_997303.2	Q6PXP3
NP_689772.2	Q8N6F8
NP_789783.1	Q8TD06
NP_001071089.1	Q86XT2
NP_444271.2	Q96EV2
NP_659399.2	Q96S96
NP_919267.2	Q6PI78
NP_001074295.2	Q86YV5
NP_689775.2	Q69YH5
NP_001257306.1	A0A024R9E1
NP_742034.1	A0A024R7X6
NP_758954.1	Q8IX29
NP_001017420.1	Q56NI9
NP_777571.1	Q96KN1
NP_808880.1	Q96NL8
NP_001371828.1	Q86YL5
NP_997215.1	Q86X53
NP_620172.2	Q8TCU3
NP_694560.1	A0A024R9D4
NP_001007091.2	Q96LL4
NP_775790.1	Q8IUQ0
NP_659400.3	Q658Y4
NP_001351770.1	A6NJ46
NP_694957.3	Q8IVN8
NP_775789.3	Q4G0Z9
NP_001027006.2	A8MYU2
NP_001155097.1	Q5VZ03
NP_945184.1	A0A024R8I9
NP_036496.1	Q15612
NP_659401.2	Q6PF06
NP_689785.1	Q96MA6
NP_942138.2	Q5T036
NP_689786.2	Q8IZ41
NP_714918.2	Q8IYX7
NP_659402.1	Q8NEE8
NP_056262.3	Q5T5Y3
NP_001366010.1	Q5H8C1
NP_597721.2	Q8TF39
NP_597722.1	Q8N8K9
NP_001017969.2	Q5HYC2
NP_001096046.2	Q6PB30
NP_689791.1	Q8N0W7
NP_689790.1	Q8N7E2
NP_640339.4	Q5T7W7
NP_777572.2	B2C6G4
NP_001001662.1	Q6ZMW2
NP_009088.1	P98169
NP_689794.1	Q8NHP6
NP_981953.2	Q5JRC9
NP_001026915.1	A0A024R9X7
NP_659404.2	Q6ZRI8
NP_848928.1	Q86UN6
NP_644811.1	Q8NHV9
NP_775794.2	Q8N7X4
NP_001020436.1	A6NEN9
NP_001013597.1	Q58HT5
NP_001002254.1	Q6E213
NP_659406.1	Q96MV8
NP_001374397.1	G1UD79
NP_659407.1	Q8TB03
NP_958443.1	Q70EK9
NP_001375376.1	A0A2R8Y7S4
NP_714927.1	Q96LI6
NP_689798.1	Q15415
NP_660328.2	Q8TAU0
NP_001128130.1	Q2M3R5
NP_001378885.1	Q70EL1
NP_001008723.1	Q5T655
NP_612151.1	Q8WXA2
NP_857596.2	Q05D60
NP_848593.2	Q1EHB4
NP_659409.2	Q6ZMR3
NP_775796.2	Q8N5U0
NP_689800.3	A0A024R3C9
NP_689801.1	Q8N394
NP_612210.4	Q5QGZ9
NP_689802.1	Q8NA57
NP_859062.1	Q7Z6J2
NP_644812.1	Q8NI37
NP_666018.3	Q8N695
NP_689804.1	Q8NA47
NP_001029345.2	Q3SY69
NP_659410.3	Q6ZUT9
NP_848594.2	Q8IWA6
NP_659411.2	Q5T0U0
NP_851320.1	Q86V85
NP_001335472.1	A0A024R699
NP_660329.1	Q8TAV4
NP_821077.1	Q86XP1
NP_778230.1	Q86T13
NP_689805.3	Q6ZMZ3
NP_775798.2	Q8IYK8
NP_981947.1	A5D6W6
NP_001017970.1	Q3MIR4
NP_001010860.1	Q9P1V8
NP_777573.1	Q86U38
NP_699187.1	Q8IYX1
NP_775799.2	Q6P656
NP_570722.2	Q8WXU2
NP_714544.1	Q7RTU9
NP_689807.1	Q7Z699
NP_787077.1	Q8IXM7
NP_689808.2	Q96DM1
NP_001311295.1	A0A024R9S2
NP_689810.3	A0A024R9J2
NP_722520.2	Q8IX07
NP_001138872.1	Q8NCV1
NP_001139017.1	A0A5F9ZHF3
NP_710155.2	Q6P2D0
NP_001030013.1	Q3MIP1
NP_689811.2	A0A140VKA1
NP_689812.3	Q8IWD5
NP_001357255.1	A0A804HJ58
NP_694551.1	Q8N159
NP_659412.3	Q08AF3
NP_694961.2	Q6UXU6
NP_848595.1	Q8TCT1
NP_835227.1	Q86VR2
NP_612201.1	P58872
NP_659505.1	Q8NET8
NP_001357478.1	I3L431
NP_694962.1	Q8N4B4
NP_787078.2	Q8IUH8
NP_853513.2	Q7Z3Y7
NP_660330.2	Q8TB69
NP_001154897.1	Q8N9Z0
NP_001096127.1	Q6ZNA1
NP_001308795.1	A0A3B3IT03
NP_940860.2	Q6ZNH5
NP_660331.1	Q8WUU4
NP_001338703.1	A2RRD8
NP_579874.1	Q8WXF8
NP_787079.1	Q96RA2
NP_001071092.1	Q147U1
NP_689813.2	Q8NAF0
NP_699189.2	Q3KP31
NP_659413.1	Q8TBZ8
NP_689814.1	Q8N972
NP_001295277.1	F8VTV7
NP_705836.1	Q8NC26
NP_694964.3	Q8N6I1
NP_001127788.1	Q8IZ63
NP_001374530.1	Q8NA42
NP_001309846.1	Q8N184
NP_644813.1	Q8N135
NP_001034965.1	Q8N205
NP_001005851.1	A0A024R0P7
NP_001001411.2	Q8N7Q3
NP_001243333.1	Q68D51
NP_775802.2	Q8IYN0
NP_940862.2	Q6ZN66
NP_001165696.1	Q8NDQ6
NP_001032394.1	Q32ZL2
NP_001138409.1	Q5VTL7
NP_001186189.1	Q8NFQ8
NP_619650.2	Q8TD86
NP_597724.1	Q96RK1
NP_734464.1	Q8IU57
NP_001182144.1	Q6P3S1
NP_775103.1	Q96PI1
NP_001104003.1	Q3ZCV2
NP_919268.1	Q6UVJ0
NP_859063.3	Q5T7N3
NP_689821.3	Q6IQ49
NP_689822.2	Q6PJW8
NP_997217.1	Q6ZT52
NP_848509.1	Q86WK9
NP_001099139.2	A2A3L6
NP_001017975.5	A2PYH4
NP_742002.1	Q8IUB5
NP_981957.1	Q8N7F7
NP_699191.1	Q8NCL9
NP_689823.2	Q8N715
NP_001008409.1	Q3SXZ7
NP_689825.2	Q8IYX3
NP_689824.2	Q8WUT4
NP_872333.1	Q86V35
NP_861438.3	B7TQM3
NP_689826.2	Q6ICG8
NP_849143.1	A0A140VKH6
NP_940863.3	Q1L5Z9
NP_659415.1	Q96M89
NP_954974.2	Q6ZUX3
NP_001308900.1	A0A494C083
NP_872334.2	A0A3B0IND4
NP_689827.2	Q53QW1
NP_859064.2	P68543
NP_775806.2	Q8N1N0
NP_803237.3	Q6P995
NP_001106995.1	Q460N3
NP_598376.2	Q8TE96
NP_001035189.1	Q8NFR3
NP_699161.1	A0A140VJI2
NP_694547.2	Q8NFN8
NP_689830.2	Q8IYW5
NP_690849.1	Q8NET6
NP_919269.2	Q702N8
NP_997218.2	Q3ZCT8
NP_001035350.2	Q8N568
NP_942559.1	A1LQZ3
NP_689831.2	Q6ZW61
NP_660208.2	Q8NB90
NP_758454.1	Q8IVH4
NP_689833.1	Q495X7
NP_660334.3	Q6ZSB9
NP_660333.2	Q8IWK6
NP_663761.1	Q4W5G0
NP_001161707.1	P0C091
NP_001362834.1	A0A024RDH4
NP_659416.1	Q8TBY0
NP_001284528.1	Q7Z3K6
NP_001163873.1	Q86Y33
NP_777574.2	Q3SY77
NP_689837.2	Q8IU60
NP_001107866.1	Q6PIY7
NP_699192.1	Q8IY84
NP_694966.3	Q8N485
NP_689838.1	Q8N895
NP_786923.1	Q7RTU3
NP_991111.2	Q6UXP7
NP_699193.2	Q8N3Z0
NP_694967.3	Q8N3L3
NP_001116241.1	A0A384MDJ7
NP_659417.2	Q5T5N4
NP_689839.1	Q03936
NP_999627.2	Q5SW24
NP_660335.2	Q7Z4T8
NP_874358.2	Q86TM3
NP_699194.2	Q8IYX0
NP_631914.1	Q8WVZ7
NP_787080.2	Q8N9Z2
NP_689840.2	A4D256
NP_001123947.1	Q7Z6K1
NP_694968.1	A0A090N8P8
NP_997219.1	Q7Z7K2
NP_803238.1	Q7RTS1
NP_789784.2	Q2TB10
NP_775809.1	Q8NA66
NP_001352237.1	A0A090N7U6
NP_776250.2	Q8IWU4
NP_689841.3	Q8N9S9
NP_001008495.2	Q6YI46
NP_001035881.1	Q8TC21
NP_690848.1	Q8NFW1
NP_598004.1	Q8TDN2
NP_714921.4	Q8NE28
NP_694969.1	Q8N6L7
NP_859052.3	Q6ZRP7
NP_919301.2	Q14929
NP_001010862.2	Q5JUX0
NP_689843.1	Q8NEK8
NP_872293.2	Q68BL7
NP_689844.2	Q8NA70
NP_001284492.1	Q8N8B7
NP_776159.1	Q6PEW1
NP_001129705.3	P0C7V6
NP_620689.1	Q96QS3
NP_001157956.1	A6NMN3
NP_775811.2	Q495W5
NP_612508.3	Q6NUJ5
NP_001358319.1	Q8WTT0
NP_116016.1	Q9BWG4
NP_689848.1	Q8WWZ8
NP_001019846.1	Q5JWF8
NP_065916.2	Q9H2U1
NP_570126.2	Q8WXA8
NP_570115.1	A0A090N8Z4
NP_570128.2	Q8WXG8
NP_987091.1	Q7Z4G1
NP_570125.1	A0A024R579
NP_573440.1	Q8WTP9
NP_001373899.1	Q8WWM1
NP_054787.2	D2IYL0
NP_054788.2	A0A1U9X9A6
NP_001291892.1	Q8NFP7
NP_620686.1	Q8TE58
NP_570972.2	Q8TF08
NP_620687.2	Q8TE57
NP_579875.1	Q8TAE7
NP_573574.2	Q9BZM3
NP_620688.2	Q8TE56
NP_955387.1	Q8TE60
NP_597728.1	A0A024RCJ8
NP_597730.2	A0A024R7Q8
NP_001380914.1	Q8TF21
NP_001372674.1	A0A804HJE2
NP_598377.4	A0A1X7SBR9
NP_598005.1	A0A140VJU1
NP_598378.3	A0A024R9R2
NP_001342176.1	A0A1B0GUS4
NP_056153.2	Q8IXJ9
NP_996531.1	Q8N0X4
NP_612203.2	Q8TD23
NP_777611.1	Q8IZU1
NP_612145.2	Q969W0
NP_777561.1	A0A024RBW5
NP_995321.1	A0A024RBV3
NP_612153.2	Q6ISU1
NP_001018060.1	A0A024R1P3
NP_612213.2	Q8WU67
NP_620175.1	A0A024R7Q3
NP_001164014.1	Q96HS1
NP_061889.2	Q2M2I5
NP_001032237.1	Q717R9
NP_619651.3	A8K9Q8
NP_620417.1	A0A0A8K8F5
NP_060099.2	Q9HCK5
NP_079128.2	Q9H9G7
NP_620419.2	Q8N3Y7
NP_714542.1	Q7RTV5
NP_710162.1	Q7RTV3
NP_001107000.1	A6NJ78
NP_938016.1	Q6UWV2
NP_001025230.1	Q5VZY2
NP_001291203.1	Q96LU5
NP_001265617.1	A0A2U7XUX1
NP_001005181.1	Q8NH76
NP_775487.2	Q8N1N4
NP_659495.1	Q969X0
NP_001106873.1	Q8IY45
NP_848597.1	A0A024RB96
NP_699195.1	Q8NEG0
NP_689850.2	Q6UX53
NP_689851.1	Q8TC90
NP_775813.2	Q8NHP8
NP_958802.1	Q96G04
NP_872336.2	Q96LU7
NP_659419.3	O60293
NP_001010977.1	Q5VZV1
NP_689853.3	Q8IZD4
NP_001020527.2	Q4KMQ2
NP_689857.2	Q8N5W8
NP_690875.1	Q6QHF9
NP_001185497.1	Q8NFM4
NP_689854.2	Q68CP9
NP_001012660.1	Q8IUY3
NP_001026916.2	Q8IW00
NP_689860.2	Q96M60
NP_997221.2	Q6UWM7
NP_001374192.1	C9JE40
NP_659496.2	Q8N0W3
NP_777576.1	Q8IWV7
NP_689862.1	Q8NB16
NP_001230208.1	Q4G176
NP_001188336.1	A0A0A0MSW5
NP_659547.2	Q8WV22
NP_001244299.1	A4GXA9
NP_001201838.1	Q96MX3
NP_849172.2	C3VPR7
NP_660337.3	Q96KV7
NP_001340354.1	Q8TD35
NP_775814.2	Q8IYY4
NP_689867.1	Q8N907
NP_660338.1	Q7L945
NP_001275729.1	Q6P3V2
NP_689870.3	Q86UU5
NP_660339.1	Q8NFZ8
NP_689871.1	Q8NA92
NP_001070143.1	Q68DY1
NP_001308756.2	M0QXK3
NP_001374151.1	Q5TA78
NP_001094810.1	C9JUS6
NP_659425.1	Q96F25
NP_689873.1	Q8TAV0
NP_001004303.3	Q5VWT5
NP_872338.1	Q8N0U2
NP_001124396.2	Q5SNT2
NP_872339.3	Q6NZ36
NP_835235.1	Q86W10
NP_001340584.1	A0A1B0GU47
NP_001011547.2	Q2M3M2
NP_001372398.2	Q86T75
NP_787048.1	P40222
NP_689878.2	Q8N7M0
NP_001012988.1	Q5SVJ3
NP_659427.3	A0A140VJU6
NP_001012776.1	P0C025
NP_001358991.1	Q8N7P1
NP_776251.2	Q8N6L1
NP_996879.1	Q6Q759
NP_001012989.2	Q5JX71
NP_001010867.1	Q5T440
NP_001017981.1	Q9Y6U7
NP_663745.1	A0A0K0MJ49
NP_660341.2	Q8IUX4
NP_859066.1	Q53ET0
NP_001257978.2	Q4G0U5
NP_036316.1	Q9NU39
NP_659429.4	Q502W6
NP_872342.2	Q86XP6
NP_722578.1	Q8IUH2
NP_689883.1	A0A140VK60
NP_659431.5	Q86SG2
NP_775816.1	Q8IW19
NP_776252.2	Q53RY4
NP_001274420.1	O43151
NP_001096129.1	A0A1B0GTK4
NP_055855.2	Q9Y2I7
NP_938017.2	Q86X19
NP_001121686.1	Q8NC69
NP_861449.2	Q7Z698
NP_640341.1	Q8WWY8
NP_663748.1	Q96MW7
NP_001167621.1	Q3SXY8
NP_001380992.1	A0A2U3TZK7
NP_789785.1	Q86XF0
NP_001093115.1	Q6P5R6
NP_689885.4	Q86UW1
NP_001099043.1	P0C2W1
NP_775817.1	Q8IXV7
NP_001269435.1	Q8N307
NP_001099050.1	A8MPY1
NP_001186094.1	Q8N8E3
NP_849158.2	Q8N2A8
NP_659434.2	Q8NFG4
NP_001269219.1	Q6ZUM4
NP_001244288.1	Q8IZD0
NP_001070148.1	A8MSI8
NP_001257935.1	A8MT69
NP_783861.3	Q0P670
NP_963860.1	Q7RTY0
NP_659436.1	Q96CN5
NP_775818.2	Q6PJ69
NP_954712.1	Q70J99
NP_663629.1	Q8NG50
NP_872344.3	Q6ZMD2
NP_001136430.1	Q8NCQ5
NP_001305770.1	A1YPR0
NP_001020471.3	A0A3B3ITT1
NP_775819.1	Q8IVC4
NP_689890.1	Q8NAM6
NP_940684.1	Q6Y1H2
NP_849193.1	Q8TCJ2
NP_689891.1	Q8IWF6
NP_776160.2	Q495A1
NP_808881.3	Q6L8Q7
NP_001008394.1	Q504U0
NP_689892.1	Q96EP9
NP_689893.1	Q6P9G4
NP_663772.1	Q8IY51
NP_777581.1	A0A024R9U4
NP_001093859.1	Q8IY95
NP_689895.2	Q6NW29
NP_699196.2	Q6NXT6
NP_919272.1	Q86W54
NP_689896.1	Q96LW4
NP_689899.1	Q9H819
NP_659437.3	Q86VV4
NP_001291360.1	A0A024QZS2
NP_001106195.1	Q8WU08
NP_789786.2	Q86Z20
NP_689901.2	Q5VWX1
NP_660347.1	A0A090N8Y1
NP_872345.2	Q5JU00
NP_001091089.1	Q6ZMB5
NP_777582.4	Q3MIX3
NP_940866.2	Q6UWB4
NP_821133.1	P07437
NP_659440.2	Q96NA8
NP_001129580.2	Q9Y3T6
NP_001035121.2	Q6P047
NP_775820.2	Q6P6B1
NP_710159.1	P83105
NP_644807.1	Q8N145
NP_659441.4	Q8TC27
NP_694590.2	Q5VZI3
NP_060795.1	Q96LT7
NP_001171869.1	Q8IW50
NP_931045.1	A0A024R887
NP_659443.1	Q96L08
NP_777583.2	Q8WV48
NP_001017978.1	Q5H943
NP_775822.3	Q68DC2
NP_660348.2	Q8WUT9
NP_689907.1	Q8N8U3
NP_775821.2	Q6TFL3
NP_689908.3	Q6P9G9
NP_001338530.1	A0A1W2PPI5
NP_997222.1	Q7Z2X7
NP_872347.2	A0A140VK58
NP_001017980.1	Q3ZAQ7
NP_001365718.1	Q8IU89
NP_940867.2	Q7Z2Y5
NP_001001722.1	Q9Y6F7
NP_777584.1	Q8N807
NP_998764.1	Q75V66
NP_001381823.1	P59045
NP_001371063.1	Q8NCU8
NP_689911.2	Q8N944
NP_938009.1	Q86Z02
NP_710156.3	Q8N8R5
NP_775823.1	Q8NDZ4
NP_775824.2	A0A804HJA0
NP_689912.2	Q96HI0
NP_510968.2	Q7Z2H8
NP_001009899.3	Q68DE3
NP_660160.2	Q8N5I4
NP_001010868.2	Q5TEZ5
NP_001034300.2	Q5T2N8
NP_872294.2	O75317
NP_689917.2	Q8N7J2
NP_776161.3	Q6Q4G3
NP_001012991.1	Q5JTB6
NP_663632.1	Q9H4S2
NP_690876.3	Q9H2K0
NP_689916.2	Q8IVG5
NP_001005204.1	Q8NH10
NP_001004701.2	Q8NGL9
NP_001004700.2	A0A126GVN6
NP_001004738.1	A0A126GVL0
NP_001004704.1	A0A126GVN0
NP_001004059.2	A0A126GVG1
NP_001004735.1	Q8NGL3
NP_001001952.1	Q8NGL1
NP_001001921.1	A0A126GVD4
NP_001004058.2	Q8NH50
NP_001005199.1	A0A126GVW6
NP_001004746.2	A0A286YF86
NP_001005202.1	Q8NH51
NP_001005205.2	Q8NGP2
NP_001004744.1	Q8NH85
NP_001004742.2	Q8NGP4
NP_001005282.1	A0A126GWD6
NP_001005245.1	A0A126GVL9
NP_001004730.1	A0A126GVM6
NP_001005210.2	Q6ZSA7
NP_659445.1	A0A024R4Y8
NP_001304007.2	J3KR33
NP_001099035.2	A8MU46
NP_689919.1	Q8TBZ9
NP_001353835.1	A0A7I2UT39
NP_699198.2	A0A024QZP0
NP_848600.2	Q6ZUK4
NP_857597.1	A4D1E1
NP_659447.1	Q8TC29
NP_660349.1	A0A024QZL0
NP_734465.2	Q8IZJ1
NP_689922.3	Q6ZVD7
NP_775104.2	Q5W041
NP_775826.2	Q2T9J0
NP_659448.1	P17030
NP_699199.2	Q96KN9
NP_659449.3	Q8ND76
NP_001128265.1	A0A024R3K0
NP_660350.2	Q8IZC4
NP_001305170.1	A0A0A0MSR7
NP_001245173.1	A2RU14
NP_001005195.1	A0A126GWS7
NP_001138762.1	Q8TED4
NP_001004464.1	A0A126GVX3
NP_001005198.2	A0A126GW95
NP_001004474.2	A0A286YF54
NP_001001953.1	Q8NGN4
NP_001005187.1	Q8NGN1
NP_001001965.1	A0A126GVD9
NP_001185600.1	Q6ZRR5
NP_001350573.1	Q5QJ74
NP_777587.1	A0A140VKB6
NP_001005211.1	A0A126GVJ4
NP_620714.2	Q8NHX9
NP_852615.1	Q7Z2W9
NP_001005186.2	A0A126GVP6
NP_001005283.1	A0A126GW85
NP_001005212.1	Q8NGQ5
NP_001004459.2	A0A286YFI5
NP_001004471.1	Q8NGQ4
NP_001005218.1	A6NL26
NP_001005489.1	A0A126GVL8
NP_659453.3	A0A024R4Z5
NP_001004728.1	Q8NGJ0
NP_001001954.1	A0A126GVD5
NP_001004708.1	Q8NGJ1
NP_001034485.1	Q2M385
NP_001004706.1	A0A126GVQ9
NP_689929.2	Q86TB9
NP_776162.2	A0A140VJR6
NP_001092305.1	Q8N5U1
NP_705839.3	Q8NBI2
NP_689931.2	Q96DN2
NP_659454.2	G3F4G3
NP_659455.3	Q8IXT1
NP_703152.1	A0A024R5H3
NP_001293064.1	Q6UYE1
NP_001273088.1	Q8IWF9
NP_689932.1	A0A140VJV5
NP_001229241.1	Q86V42
NP_659497.1	A0A024R294
NP_659457.2	Q96M91
NP_872348.2	Q5W0A0
NP_689934.2	Q6PKX4
NP_660161.1	F1T0H4
NP_001138845.1	Q5VV17
NP_689935.2	Q14CZ8
NP_848602.1	Q86UD1
NP_663771.1	Q6B0B8
NP_689936.1	Q8N998
NP_787081.2	A6NEQ2
NP_775828.1	Q8N8N0
NP_001317597.1	Q5RIA9
NP_001269389.1	A0A7D9NKF2
NP_001137240.1	Q7Z4V0
NP_919274.1	Q7RTY1
NP_937858.2	Q8NE31
NP_919223.1	A0A384NL63
NP_660355.2	A0A024R7T5
NP_001001330.1	Q6NUK4
NP_660356.2	Q8N9B8
NP_001010924.1	Q5VUB5
NP_660357.2	A0A067XJX6
NP_872349.1	Q8TEA1
NP_001138667.1	Q504Y0
NP_848930.1	B0YIW9
NP_981967.1	Q8ND94
NP_116165.1	Q15652
NP_631917.1	Q96Q83
NP_001305868.1	A0A024RDN3
NP_659498.4	Q8IX90
NP_001073027.1	Q1KMD3
NP_689939.1	A0A0S2Z6V5
NP_001292102.1	A0A140VKC3
NP_689940.3	Q96FN4
NP_001137157.1	Q6NT32
NP_001291305.1	Q8IZF4
NP_689942.2	Q5TFE4
NP_001353007.1	Q5JW98
NP_001138600.2	Q5TCS8
NP_001078949.1	Q5T6X4
NP_689944.2	Q5SZJ8
NP_659499.2	A0A0S2Z644
NP_859528.1	Q6U736
NP_722580.3	Q8IZF3
NP_689943.4	Q96NH3
NP_001359010.1	Q496A3
NP_001091988.1	Q8IZF2
NP_001010870.1	O60522
NP_001012992.1	Q5JTD7
NP_001316615.1	A0A024RCY9
NP_689945.2	Q9H1X1
NP_001273564.1	A0A024RCY0
NP_699201.2	Q6UXB8
NP_659464.3	Q6ZMV9
NP_775829.2	Q7Z6J4
NP_001008703.2	Q86T20
NP_001273503.1	Q5T9G4
NP_689948.1	A0A1U9X8U5
NP_862825.1	Q9Y330
NP_851853.1	A0A024RCZ1
NP_734466.1	Q96QV6
NP_001351543.1	Q8NB78
NP_689950.1	A0A024QZW5
NP_001137414.1	A8KAI7
NP_112210.1	Q9C0D0
NP_001129047.1	P0DJ93
NP_001035364.2	Q5T4T6
NP_899229.2	Q5TGL8
NP_659802.1	Q8TCP9
NP_660090.2	Q6NSZ9
NP_001129396.1	Q8N2E2
NP_778231.2	Q86VZ6
NP_659467.1	Q8TAP8
NP_787082.1	P21108
NP_001002926.1	Q3B726
NP_689955.1	Q8N158
NP_689956.2	Q6PJG6
NP_001032242.1	P85037
NP_689957.3	Q7Z5N4
NP_872353.2	Q7Z7H5
NP_690006.2	Q8N3F0
NP_932765.1	P86790
NP_001287938.1	F8W8J5
NP_631918.3	Q8NCG7
NP_787083.1	A4D1A1
NP_001103669.1	A0A087WXA3
NP_056019.1	Q9UPZ6
NP_940869.2	Q6PCB5
NP_001138740.2	Q8N0U4
NP_690852.1	A0A140VJD0
NP_001136221.1	A8MWY0
NP_001116310.1	Q6IQ20
NP_740746.4	Q86Y34
NP_699202.1	Q8N448
NP_689963.2	Q6ZTQ4
NP_065776.1	Q9ULK2
NP_705840.2	Q8IZT8
NP_683766.2	Q5T6X5
NP_001025029.2	Q5T1Q4
NP_001010873.1	Q5TGU0
NP_001010872.1	Q5T0W9
NP_775831.2	Q8HWS3
NP_694535.2	Q8NFP0
NP_775833.2	Q7Z5Y7
NP_775832.2	H8YHX0
NP_001012458.1	Q3MJ62
NP_872354.1	Q8TAF8
NP_775834.2	Q8IXS0
NP_001007532.1	Q5M9Q1
NP_689966.2	Q8IX30
NP_690862.1	Q96RJ6
NP_694979.2	Q7RTT9
NP_667339.1	A0A090N8Y8
NP_775835.2	Q6ZVC0
NP_001244896.2	Q6ZRS4
NP_620590.2	Q8TD08
NP_775836.4	P0C881
NP_640342.1	Q96DS6
NP_877433.2	A0A384MTT5
NP_872586.1	Q8N8G2
NP_689463.1	A0A0K0K1I4
NP_689968.1	Q8N129
NP_001371829.1	O95025
NP_689464.1	Q8N104
NP_001032757.2	Q8IZN7
NP_001032586.1	Q30KQ9
NP_001002035.1	Q8NET1
NP_001032818.1	Q30KQ7
NP_001355986.1	A0A494C1K0
NP_001032588.1	Q30KQ6
NP_001032820.1	Q30KQ4
NP_001032819.1	Q30KQ5
NP_695021.2	Q8N690
NP_697019.1	Q8N688
NP_001032589.1	Q8NES8
NP_001011878.1	A0A384MDM0
NP_697020.2	Q8N687
NP_001032893.1	P0DP73
NP_001032821.1	Q7Z7B8
NP_689778.1	A0A024R991
NP_640343.1	P78358
NP_001034451.1	Q8NEY4
NP_653172.2	Q96LI5
NP_644815.1	A0A024R832
NP_644814.1	Q8NHY3
NP_002927.2	E5KN15
NP_660358.2	Q8WV93
NP_647480.1	Q8NDX2
NP_116581.3	Q9GZM3
NP_001007533.1	Q8IWL8
NP_659501.1	A0A024RB38
NP_659502.2	A0A024R5B1
NP_663634.2	Q8NEV9
